state.abb,name,"Poverty Estimate, All Ages","Poverty Percent, All Ages","Poverty Estimate, Age 0-17","Poverty Percent, Age 0-17",Median Household Income,
SC,Marlboro County,6709.00,28.70,1825.00,35.80,39160.00,
SC,Newberry County,6384.00,17.40,1912.00,24.10,55050.00,
SC,Oconee County,13261.00,16.70,3189.00,21.50,61716.00,
SC,Orangeburg County,19422.00,24.60,5482.00,31.60,42209.00,
SC,Pickens County,19849.00,16.00,3743.00,15.60,55333.00,
SC,Richland County,63715.00,16.20,16693.00,19.00,61010.00,
SC,Saluda County,2963.00,15.80,958.00,23.70,57291.00,
SC,Spartanburg County,49261.00,14.60,15603.00,20.00,58535.00,
SC,Sumter County,14610.00,14.40,5077.00,21.10,56937.00,
SC,Union County,4852.00,18.40,1392.00,25.80,46461.00,
SC,Williamsburg County,7479.00,26.30,1950.00,34.50,39757.00,
SC,York County,23957.00,8.30,6993.00,10.40,83692.00,
SD,South Dakota,108694.00,12.40,32252.00,15.10,70597.00,
SD,Aurora County,296.00,11.10,93.00,14.70,61013.00,
SD,Beadle County,2448.00,12.90,772.00,15.00,59508.00,
SD,Bennett County,1008.00,30.70,429.00,40.70,49152.00,
SD,Bon Homme County,817.00,14.50,195.00,15.10,62963.00,
SD,Brookings County,4298.00,13.30,655.00,9.10,71166.00,
SD,Brown County,4064.00,11.00,993.00,11.40,71731.00,
SD,Brule County,765.00,14.80,212.00,16.60,60133.00,
SD,Buffalo County,733.00,39.70,300.00,44.80,30659.00,
SD,Butte County,1312.00,12.30,461.00,17.40,64528.00,
SD,Campbell County,166.00,12.40,41.00,17.30,65591.00,
SD,Charles Mix County,1918.00,21.50,717.00,26.10,54367.00,
SD,Clark County,497.00,13.50,119.00,13.00,62559.00,
SD,Clay County,2550.00,20.00,438.00,17.10,55263.00,
SD,Codington County,3090.00,10.90,717.00,11.10,65009.00,
SD,Corson County,1615.00,42.40,727.00,53.90,39329.00,
SD,Custer County,831.00,9.30,197.00,16.80,75336.00,
SD,Davison County,2680.00,13.70,689.00,15.10,63753.00,
SD,Day County,816.00,15.20,232.00,19.40,62786.00,
SD,Deuel County,366.00,8.50,94.00,9.00,77694.00,
SD,Dewey County,1298.00,25.40,562.00,29.10,50048.00,
SD,Douglas County,320.00,12.10,94.00,13.30,73934.00,
SD,Edmunds County,394.00,10.10,106.00,13.10,72004.00,
SD,Fall River County,1083.00,15.10,259.00,21.60,56976.00,
SD,Faulk County,351.00,18.00,89.00,20.60,60853.00,
SD,Grant County,793.00,10.90,198.00,12.50,70409.00,
SD,Gregory County,627.00,16.20,195.00,20.80,49239.00,
SD,Haakon County,232.00,12.90,72.00,17.60,58799.00,
SD,Hamlin County,508.00,8.20,186.00,9.00,73995.00,
SD,Hand County,300.00,9.70,67.00,9.50,64536.00,
SD,Hanson County,312.00,9.30,118.00,14.00,79488.00,
SD,Harding County,158.00,11.90,43.00,14.20,65168.00,
SD,Hughes County,1619.00,9.60,477.00,11.20,79301.00,
SD,Hutchinson County,888.00,12.70,267.00,16.00,64422.00,
SD,Hyde County,141.00,12.30,40.00,15.20,64416.00,
SD,Jackson County,799.00,28.80,363.00,35.50,45190.00,
SD,Jerauld County,237.00,14.90,64.00,18.80,57560.00,
SD,Jones County,131.00,14.90,54.00,26.70,60864.00,
SD,Kingsbury County,514.00,10.00,155.00,12.30,64215.00,
SD,Lake County,1040.00,10.00,222.00,10.70,74668.00,
SD,Lawrence County,2842.00,10.80,581.00,13.40,67606.00,
SD,Lincoln County,3755.00,5.30,1026.00,5.60,98387.00,
SD,Lyman County,812.00,22.30,327.00,32.20,54199.00,
SD,McCook County,538.00,9.60,170.00,10.80,70320.00,
SD,McPherson County,365.00,16.30,108.00,24.40,52850.00,
SD,Marshall County,530.00,12.50,150.00,15.70,65643.00,
SD,Meade County,2299.00,7.80,648.00,10.30,71106.00,
SD,Mellette County,644.00,35.00,247.00,42.20,44702.00,
SD,Miner County,269.00,12.10,63.00,12.20,64099.00,
SD,Minnehaha County,18266.00,9.20,5446.00,10.90,75623.00,
SD,Moody County,725.00,11.60,237.00,14.90,70603.00,
SD,Oglala Lakota County,5529.00,42.30,2213.00,46.60,40683.00,
SD,Pennington County,15784.00,14.30,4437.00,18.10,67573.00,
SD,Perkins County,427.00,15.50,117.00,19.60,57148.00,
SD,Potter County,235.00,9.80,63.00,11.90,72374.00,
SD,Roberts County,1727.00,17.40,675.00,23.30,57788.00,
SD,Sanborn County,316.00,13.60,99.00,17.80,63266.00,
SD,Spink County,722.00,12.10,199.00,15.10,61513.00,
SD,Stanley County,252.00,8.40,81.00,12.00,81788.00,
SD,Sully County,111.00,7.60,21.00,7.10,76192.00,
SD,Todd County,3598.00,39.50,1720.00,45.60,41862.00,
SD,Tripp County,1053.00,19.80,325.00,25.70,55946.00,
SD,Turner County,724.00,8.30,206.00,9.60,74511.00,
SD,Union County,1020.00,6.00,253.00,6.40,85677.00,
SD,Walworth County,785.00,15.10,253.00,20.90,57100.00,
SD,Yankton County,2420.00,11.20,586.00,12.10,62951.00,
SD,Ziebach County,929.00,38.90,285.00,46.00,40004.00,
TN,Tennessee,920748.00,13.30,269156.00,17.80,65231.00,
TN,Anderson County,10167.00,13.10,2572.00,15.90,64615.00,
TN,Bedford County,6431.00,12.60,2242.00,17.90,70185.00,
TN,Benton County,2649.00,16.70,795.00,24.80,50635.00,
TN,Bledsoe County,2907.00,22.60,680.00,32.10,46207.00,
TN,Blount County,13365.00,9.70,3224.00,12.00,69713.00,
TN,Bradley County,14210.00,13.10,4051.00,17.40,62666.00,
TN,Campbell County,7956.00,20.40,2132.00,26.80,44268.00,
TN,Cannon County,1563.00,10.70,534.00,17.10,63155.00,
TN,Carroll County,4353.00,16.00,1406.00,23.00,52680.00,
TN,Carter County,10052.00,18.30,2331.00,24.30,48912.00,
TN,Cheatham County,3582.00,8.60,1011.00,11.70,78437.00,
TN,Chester County,2460.00,15.10,819.00,22.40,57732.00,
TN,Claiborne County,6259.00,20.20,1540.00,25.70,41087.00,
TN,Clay County,1546.00,20.50,405.00,26.90,43441.00,
TN,Cocke County,8235.00,22.50,2471.00,33.70,45361.00,
TN,Coffee County,9937.00,16.90,3039.00,21.80,56519.00,
TN,Crockett County,2264.00,16.60,717.00,22.40,53598.00,
TN,Cumberland County,8833.00,14.00,2188.00,20.90,53388.00,
TN,Davidson County,95816.00,14.00,28734.00,20.80,72561.00,
TN,Decatur County,1915.00,16.90,529.00,23.00,52294.00,
TN,DeKalb County,3245.00,15.60,965.00,21.80,55392.00,
TN,Dickson County,6135.00,11.10,1737.00,14.20,70192.00,
TN,Dyer County,6131.00,17.10,1970.00,23.20,53715.00,
TN,Fayette County,4486.00,10.40,1205.00,16.20,84328.00,
TN,Fentress County,4428.00,23.30,1300.00,33.80,41147.00,
TN,Franklin County,5530.00,13.20,1581.00,18.70,61417.00,
TN,Gibson County,7424.00,14.90,2168.00,17.90,55608.00,
TN,Giles County,4708.00,15.90,1395.00,22.30,54684.00,
TN,Grainger County,3956.00,16.50,1056.00,23.30,51951.00,
TN,Greene County,11835.00,17.10,2986.00,22.90,50410.00,
TN,Grundy County,2887.00,21.30,772.00,27.00,44219.00,
TN,Hamblen County,9734.00,15.10,2794.00,18.90,56734.00,
TN,Hamilton County,43066.00,11.80,12810.00,16.80,75127.00,
TN,Hancock County,1819.00,27.10,524.00,36.80,38024.00,
TN,Hardeman County,4824.00,22.20,1230.00,25.40,44454.00,
TN,Hardin County,6278.00,23.70,1653.00,31.10,42573.00,
TN,Hawkins County,8385.00,14.60,2391.00,21.90,52819.00,
TN,Haywood County,3571.00,20.70,1188.00,31.80,46351.00,
TN,Henderson County,4634.00,16.90,1354.00,22.00,53822.00,
TN,Henry County,4941.00,15.50,1594.00,25.10,51194.00,
TN,Hickman County,3489.00,14.50,1051.00,20.40,56917.00,
TN,Houston County,1101.00,13.70,397.00,23.90,60581.00,
TN,Humphreys County,2381.00,12.80,667.00,17.60,58917.00,
TN,Jackson County,2254.00,19.10,521.00,24.80,43306.00,
TN,Jefferson County,6138.00,11.10,1752.00,16.70,60785.00,
TN,Johnson County,3686.00,22.30,848.00,29.50,45495.00,
TN,Knox County,55899.00,11.60,12127.00,12.10,70013.00,
TN,Lake County,1622.00,34.20,399.00,42.90,38088.00,
TN,Lauderdale County,4449.00,19.50,1355.00,25.20,47575.00,
TN,Lawrence County,6112.00,13.60,1885.00,16.90,55562.00,
TN,Lewis County,1841.00,14.40,531.00,19.00,53189.00,
TN,Lincoln County,4966.00,13.90,1479.00,18.70,61591.00,
TN,Loudon County,5881.00,10.20,1755.00,16.50,79683.00,
TN,McMinn County,8003.00,14.90,2370.00,21.00,60950.00,
TN,McNairy County,4424.00,17.30,1201.00,22.00,49706.00,
TN,Macon County,3793.00,14.70,1233.00,19.50,56817.00,
TN,Madison County,14152.00,14.90,4400.00,20.40,57070.00,
TN,Marion County,4000.00,13.90,1229.00,21.20,58686.00,
TN,Marshall County,3905.00,11.00,1207.00,14.90,64013.00,
TN,Maury County,11092.00,10.40,3439.00,14.40,70225.00,
TN,Meigs County,2176.00,16.60,582.00,22.00,54257.00,
TN,Monroe County,7002.00,14.90,1986.00,20.80,56047.00,
TN,Montgomery County,25722.00,11.20,9126.00,14.90,67478.00,
TN,Moore County,664.00,10.00,183.00,13.90,68086.00,
TN,Morgan County,3253.00,16.90,866.00,21.80,59967.00,
TN,Obion County,5068.00,16.90,1489.00,23.10,50159.00,
TN,Overton County,3444.00,15.10,931.00,19.70,52108.00,
TN,Perry County,1438.00,16.90,446.00,23.40,46448.00,
TN,Pickett County,810.00,16.10,195.00,22.90,47932.00,
TN,Polk County,2717.00,15.40,658.00,19.80,55146.00,
TN,Putnam County,15140.00,19.10,3760.00,22.90,54996.00,
TN,Rhea County,4752.00,14.40,1466.00,20.50,59207.00,
TN,Roane County,7203.00,13.20,1971.00,19.50,63430.00,
TN,Robertson County,6825.00,9.10,2278.00,13.10,77326.00,
TN,Rutherford County,33552.00,9.40,9208.00,10.70,77320.00,
TN,Scott County,4675.00,21.50,1358.00,26.90,44599.00,
TN,Sequatchie County,2889.00,17.50,823.00,24.70,56264.00,
TN,Sevier County,11335.00,11.60,3113.00,16.10,59530.00,
TN,Shelby County,150180.00,16.60,52737.00,23.50,61452.00,
TN,Smith County,2551.00,12.60,712.00,15.80,63960.00,
TN,Stewart County,1814.00,13.10,526.00,18.00,60242.00,
TN,Sullivan County,24274.00,15.30,6897.00,23.10,54361.00,
TN,Sumner County,15086.00,7.50,4063.00,8.90,87453.00,
TN,Tipton County,8453.00,13.90,2649.00,18.60,68778.00,
TN,Trousdale County,1609.00,16.70,387.00,17.10,58584.00,
TN,Unicoi County,2624.00,15.10,652.00,21.40,52260.00,
TN,Union County,3281.00,16.20,879.00,20.80,51169.00,
TN,Van Buren County,969.00,15.30,315.00,24.10,50260.00,
TN,Warren County,6223.00,15.00,1954.00,20.60,52520.00,
TN,Washington County,18496.00,14.10,4238.00,17.40,64270.00,
TN,Wayne County,2792.00,19.70,616.00,24.00,48321.00,
TN,Weakley County,5568.00,18.00,1381.00,22.90,49815.00,
TN,White County,4567.00,16.40,1274.00,21.70,49411.00,
TN,Williamson County,10671.00,4.10,2380.00,3.60,133486.00,
TN,Wilson County,11221.00,7.20,3115.00,8.70,88462.00,
TX,Texas,4118852.00,14.00,1413051.00,19.20,72279.00,
TX,Anderson County,8553.00,19.30,2404.00,22.20,60800.00,
TX,Andrews County,2223.00,12.20,871.00,15.40,68998.00,
TX,Angelina County,13520.00,15.90,4731.00,21.80,56825.00,
TX,Aransas County,4263.00,17.40,1346.00,30.20,60523.00,
TX,Archer County,789.00,9.00,229.00,11.80,72062.00,
TX,Armstrong County,184.00,10.20,56.00,13.60,67548.00,
TX,Atascosa County,8191.00,16.20,3056.00,22.60,59817.00,
TX,Austin County,4625.00,15.00,1699.00,23.60,68630.00,
TX,Bailey County,1084.00,16.30,429.00,21.70,52751.00,
TX,Bandera County,2580.00,11.70,707.00,19.30,69284.00,
TX,Bastrop County,12789.00,12.30,4665.00,17.50,73403.00,
TX,Baylor County,473.00,13.90,160.00,20.50,49059.00,
TX,Bee County,6613.00,28.70,1962.00,32.30,48176.00,
TX,Bell County,53701.00,14.20,20455.00,19.50,62412.00,
TX,Bexar County,314925.00,15.60,107610.00,21.50,65839.00,
TX,Blanco County,1031.00,8.40,271.00,13.30,82236.00,
TX,Borden County,67.00,11.50,22.00,17.50,75186.00,
TX,Bosque County,2277.00,12.40,724.00,18.90,61048.00,
TX,Bowie County,16274.00,18.80,5518.00,25.70,52460.00,
TX,Brazoria County,38062.00,10.10,12313.00,12.60,86197.00,
TX,Brazos County,49079.00,22.20,8271.00,17.40,60355.00,
TX,Brewster County,1239.00,14.00,334.00,21.40,52388.00,
TX,Briscoe County,220.00,15.40,63.00,20.10,53208.00,
TX,Brooks County,1804.00,28.00,857.00,47.10,35359.00,
TX,Brown County,6377.00,17.40,1883.00,25.00,53455.00,
TX,Burleson County,2839.00,15.40,894.00,22.20,62095.00,
TX,Burnet County,4642.00,9.00,1457.00,13.90,74897.00,
TX,Caldwell County,6652.00,14.50,2166.00,20.70,60833.00,
TX,Calhoun County,3071.00,15.90,1056.00,23.50,62742.00,
TX,Callahan County,1932.00,13.70,613.00,20.50,63836.00,
TX,Cameron County,95070.00,22.60,36073.00,30.10,49583.00,
TX,Camp County,2290.00,18.10,913.00,27.60,52919.00,
TX,Carson County,495.00,8.60,164.00,12.40,71902.00,
TX,Cass County,4902.00,17.40,1735.00,27.40,54276.00,
TX,Castro County,1197.00,16.70,449.00,21.50,59958.00,
TX,Chambers County,4236.00,8.30,1527.00,10.80,102146.00,
TX,Cherokee County,8284.00,16.80,2912.00,22.70,50351.00,
TX,Childress County,1101.00,20.00,329.00,25.20,49200.00,
TX,Clay County,1108.00,10.70,315.00,15.20,66085.00,
TX,Cochran County,657.00,26.30,252.00,38.60,45766.00,
TX,Coke County,501.00,15.40,143.00,21.00,43774.00,
TX,Coleman County,1401.00,18.00,433.00,27.30,45834.00,
TX,Collin County,55552.00,4.80,13688.00,4.90,113943.00,
TX,Collingsworth County,431.00,16.90,177.00,26.10,52093.00,
TX,Colorado County,2944.00,14.50,1020.00,21.20,59711.00,
TX,Comal County,13044.00,7.10,3519.00,8.80,92979.00,
TX,Comanche County,2276.00,16.60,762.00,25.00,51559.00,
TX,Concho County,466.00,20.20,140.00,35.80,51191.00,
TX,Cooke County,5277.00,12.50,1798.00,19.00,66466.00,
TX,Coryell County,8818.00,12.20,2952.00,15.80,63428.00,
TX,Cottle County,263.00,20.20,78.00,31.70,45351.00,
TX,Crane County,506.00,11.40,200.00,15.60,67889.00,
TX,Crockett County,457.00,15.80,182.00,23.90,71851.00,
TX,Crosby County,1084.00,22.00,436.00,33.80,46457.00,
TX,Culberson County,432.00,20.10,164.00,33.70,52160.00,
TX,Dallam County,801.00,11.10,352.00,14.50,61636.00,
TX,Dallas County,364132.00,14.20,128652.00,20.10,70871.00,
TX,Dawson County,2339.00,22.20,851.00,27.90,48801.00,
TX,Deaf Smith County,3071.00,16.90,1236.00,22.00,55565.00,
TX,Delta County,888.00,16.60,306.00,23.90,54587.00,
TX,Denton County,75587.00,7.80,18844.00,8.40,102711.00,
TX,DeWitt County,3599.00,19.80,1145.00,25.60,55525.00,
TX,Dickens County,279.00,16.20,83.00,26.10,47074.00,
TX,Dimmit County,2057.00,25.10,826.00,35.00,44312.00,
TX,Donley County,537.00,17.90,172.00,26.00,44866.00,
TX,Duval County,2426.00,27.00,949.00,38.70,40539.00,
TX,Eastland County,2567.00,14.90,750.00,20.00,53351.00,
TX,Ector County,25752.00,16.20,10015.00,20.70,64868.00,
TX,Edwards County,291.00,20.70,110.00,36.20,50752.00,
TX,Ellis County,18830.00,9.00,6616.00,12.10,89314.00,
TX,El Paso County,179428.00,21.00,63962.00,28.70,53441.00,
TX,Erath County,5198.00,12.90,1318.00,15.00,60093.00,
TX,Falls County,3247.00,21.40,985.00,27.60,47534.00,
TX,Fannin County,4662.00,13.70,1386.00,17.80,60959.00,
TX,Fayette County,2651.00,10.80,753.00,15.40,70476.00,
TX,Fisher County,612.00,16.90,195.00,24.70,57867.00,
TX,Floyd County,1106.00,21.30,431.00,31.80,45784.00,
TX,Foard County,174.00,17.00,60.00,27.60,47657.00,
TX,Fort Bend County,69965.00,7.90,22218.00,9.50,105583.00,
TX,Franklin County,1444.00,13.70,463.00,19.90,56623.00,
TX,Freestone County,2874.00,15.70,828.00,19.10,56372.00,
TX,Frio County,3706.00,24.60,1324.00,32.50,46769.00,
TX,Gaines County,3239.00,14.70,1531.00,19.30,62465.00,
TX,Galveston County,47446.00,13.50,12420.00,15.00,75947.00,
TX,Garza County,1073.00,26.60,230.00,27.10,50255.00,
TX,Gillespie County,2613.00,9.60,710.00,13.50,77013.00,
TX,Glasscock County,106.00,9.10,36.00,12.30,96533.00,
TX,Goliad County,1025.00,14.50,305.00,21.40,62841.00,
TX,Gonzales County,3011.00,15.40,1189.00,22.90,57523.00,
TX,Gray County,3244.00,16.70,1027.00,19.70,50648.00,
TX,Grayson County,15629.00,11.10,4868.00,14.60,66141.00,
TX,Gregg County,19744.00,16.20,7155.00,22.60,60932.00,
TX,Grimes County,4386.00,15.50,1425.00,20.80,61188.00,
TX,Guadalupe County,17172.00,9.50,5639.00,13.10,86043.00,
TX,Hale County,6435.00,21.50,2506.00,30.20,49571.00,
TX,Hall County,643.00,23.10,231.00,38.60,40677.00,
TX,Hamilton County,1118.00,13.70,354.00,20.70,59753.00,
TX,Hansford County,574.00,11.30,237.00,16.20,69064.00,
TX,Hardeman County,572.00,16.30,190.00,24.80,49539.00,
TX,Hardin County,7590.00,13.20,2348.00,16.70,70432.00,
TX,Harris County,775281.00,16.40,298813.00,24.60,68748.00,
TX,Harrison County,10570.00,15.70,3700.00,22.70,64636.00,
TX,Hartley County,389.00,9.00,98.00,8.80,84165.00,
TX,Haskell County,996.00,20.40,288.00,30.60,48587.00,
TX,Hays County,25751.00,9.90,4643.00,7.90,89074.00,
TX,Hemphill County,350.00,11.20,135.00,15.40,73212.00,
TX,Henderson County,10798.00,13.00,3531.00,19.90,62843.00,
TX,Hidalgo County,240721.00,27.40,100640.00,37.10,48825.00,
TX,Hill County,5714.00,15.60,1722.00,20.60,57566.00,
TX,Hockley County,3104.00,14.90,1124.00,20.30,56923.00,
TX,Hood County,6447.00,9.80,1725.00,13.00,75545.00,
TX,Hopkins County,4779.00,12.80,1613.00,18.00,64249.00,
TX,Houston County,3924.00,20.10,1259.00,29.20,49741.00,
TX,Howard County,4813.00,17.00,1564.00,22.40,59598.00,
TX,Hudspeth County,863.00,35.70,236.00,48.60,39582.00,
TX,Hunt County,13548.00,12.90,4359.00,17.00,68019.00,
TX,Hutchinson County,2359.00,11.90,807.00,16.50,65019.00,
TX,Irion County,131.00,8.60,36.00,10.30,77768.00,
TX,Jack County,1237.00,15.80,350.00,18.50,54132.00,
TX,Jackson County,2233.00,15.20,745.00,19.70,61953.00,
TX,Jasper County,6202.00,19.40,2118.00,28.50,50763.00,
TX,Jeff Davis County,254.00,13.30,34.00,36.60,58285.00,
TX,Jefferson County,44645.00,18.80,14458.00,24.00,55065.00,
TX,Jim Hogg County,1263.00,26.90,580.00,42.40,43782.00,
TX,Jim Wells County,9541.00,24.80,3783.00,36.30,48252.00,
TX,Johnson County,19258.00,10.00,6300.00,12.80,76747.00,
TX,Jones County,3224.00,22.00,776.00,23.10,51894.00,
TX,Karnes County,2296.00,19.50,758.00,25.10,61860.00,
TX,Kaufman County,14630.00,8.60,5693.00,11.80,92814.00,
TX,Kendall County,3384.00,7.00,969.00,9.10,120238.00,
TX,Kenedy County,27.00,7.60,9.00,15.30,43274.00,
TX,Kent County,82.00,11.80,26.00,15.50,58118.00,
TX,Kerr County,6477.00,12.50,1879.00,19.20,59619.00,
TX,Kimble County,745.00,16.90,261.00,31.80,51851.00,
TX,King County,24.00,10.30,6.00,9.70,87856.00,
TX,Kinney County,563.00,21.00,151.00,27.70,52609.00,
TX,Kleberg County,7761.00,26.70,2158.00,30.40,51342.00,
TX,Knox County,613.00,19.30,237.00,27.20,47207.00,
TX,Lamar County,7422.00,15.00,2698.00,22.60,62620.00,
TX,Lamb County,2235.00,17.80,873.00,25.50,53008.00,
TX,Lampasas County,2928.00,13.00,887.00,18.70,67917.00,
TX,La Salle County,1485.00,29.00,449.00,36.40,40555.00,
TX,Lavaca County,2521.00,12.50,792.00,16.50,58400.00,
TX,Lee County,2170.00,12.30,643.00,18.00,65911.00,
TX,Leon County,2265.00,14.00,791.00,21.80,56749.00,
TX,Liberty County,19323.00,19.90,8173.00,27.60,61880.00,
TX,Limestone County,3972.00,18.70,1250.00,25.80,51357.00,
TX,Lipscomb County,383.00,13.60,124.00,18.30,70236.00,
TX,Live Oak County,1892.00,19.20,578.00,26.80,58576.00,
TX,Llano County,2857.00,12.80,755.00,22.70,59528.00,
TX,Loving County,2.00,3.90,1.00,7.10,94716.00,
TX,Lubbock County,52929.00,17.30,13333.00,18.20,59138.00,
TX,Lynn County,883.00,15.60,329.00,21.20,56754.00,
TX,McCulloch County,1370.00,18.60,458.00,30.10,45915.00,
TX,McLennan County,40862.00,16.00,12032.00,19.30,63160.00,
TX,McMullen County,72.00,12.60,23.00,19.00,67525.00,
TX,Madison County,1915.00,16.70,635.00,21.30,53906.00,
TX,Marion County,1695.00,17.90,529.00,31.60,47720.00,
TX,Martin County,710.00,13.70,308.00,18.40,73315.00,
TX,Mason County,497.00,12.50,161.00,21.20,59129.00,
TX,Matagorda County,7106.00,19.90,2529.00,27.20,58380.00,
TX,Maverick County,12535.00,21.90,5412.00,30.70,43407.00,
TX,Medina County,6070.00,11.80,2056.00,17.20,70313.00,
TX,Menard County,398.00,20.60,136.00,34.70,44145.00,
TX,Midland County,19792.00,11.60,6891.00,13.90,81187.00,
TX,Milam County,4189.00,16.60,1401.00,24.60,54667.00,
TX,Mills County,646.00,15.00,190.00,23.20,58068.00,
TX,Mitchell County,1451.00,21.50,407.00,23.00,48378.00,
TX,Montague County,3084.00,14.80,851.00,18.30,57076.00,
TX,Montgomery County,57427.00,8.50,18571.00,10.80,95241.00,
TX,Moore County,2392.00,11.50,907.00,14.10,66583.00,
TX,Morris County,2218.00,18.50,771.00,27.90,49847.00,
TX,Motley County,188.00,18.30,64.00,31.50,46320.00,
TX,Nacogdoches County,14076.00,23.30,4268.00,28.90,51708.00,
TX,Navarro County,12232.00,22.90,4730.00,33.50,50822.00,
TX,Newton County,2162.00,18.10,676.00,29.10,47804.00,
TX,Nolan County,2605.00,18.30,927.00,25.30,50579.00,
TX,Nueces County,59461.00,17.30,20875.00,25.30,60250.00,
TX,Ochiltree County,1118.00,11.70,444.00,15.60,69383.00,
TX,Oldham County,194.00,12.30,57.00,28.40,66411.00,
TX,Orange County,11655.00,13.80,3922.00,18.60,63901.00,
TX,Palo Pinto County,4549.00,15.70,1586.00,23.80,56809.00,
TX,Panola County,3063.00,13.70,971.00,18.80,59772.00,
TX,Parker County,12854.00,7.80,4009.00,10.00,95277.00,
TX,Parmer County,1327.00,13.90,488.00,18.50,57786.00,
TX,Pecos County,2300.00,17.90,871.00,24.00,54003.00,
TX,Polk County,9204.00,18.70,3280.00,31.00,58894.00,
TX,Potter County,21130.00,19.50,8384.00,27.60,51028.00,
TX,Presidio County,1354.00,23.00,609.00,38.30,43666.00,
TX,Rains County,1770.00,13.90,513.00,20.50,45419.00,
TX,Randall County,12193.00,8.50,2853.00,8.40,77066.00,
TX,Reagan County,355.00,11.30,137.00,15.40,83195.00,
TX,Real County,457.00,16.60,175.00,35.70,49467.00,
TX,Red River County,2200.00,19.30,636.00,27.30,47081.00,
TX,Reeves County,2589.00,22.90,898.00,28.40,53969.00,
TX,Refugio County,1145.00,17.50,411.00,28.20,50936.00,
TX,Roberts County,76.00,9.50,24.00,13.30,70814.00,
TX,Robertson County,2993.00,17.60,1085.00,26.60,57796.00,
TX,Rockwall County,5809.00,4.70,1909.00,6.00,124291.00,
TX,Runnels County,1550.00,16.00,552.00,24.20,52729.00,
TX,Rusk County,8322.00,17.40,2596.00,22.10,55085.00,
TX,Sabine County,1670.00,16.80,476.00,27.10,50564.00,
TX,San Augustine County,1522.00,19.90,494.00,32.10,49591.00,
TX,San Jacinto County,4748.00,16.80,1574.00,27.00,57855.00,
TX,San Patricio County,11937.00,17.20,4255.00,23.70,62919.00,
TX,San Saba County,978.00,18.90,303.00,27.90,51350.00,
TX,Schleicher County,370.00,16.00,122.00,22.70,54168.00,
TX,Scurry County,2326.00,15.20,873.00,21.00,60387.00,
TX,Shackelford County,398.00,12.60,139.00,19.50,64690.00,
TX,Shelby County,4878.00,20.50,1673.00,27.40,51551.00,
TX,Sherman County,334.00,12.10,115.00,15.30,73395.00,
TX,Smith County,27902.00,11.80,9468.00,16.50,67978.00,
TX,Somervell County,868.00,9.00,269.00,13.40,75568.00,
TX,Starr County,21456.00,32.80,8407.00,40.00,35758.00,
TX,Stephens County,1602.00,18.90,503.00,26.00,50710.00,
TX,Sterling County,167.00,12.10,70.00,17.10,75895.00,
TX,Stonewall County,181.00,15.80,47.00,19.60,53153.00,
TX,Sutton County,443.00,13.80,166.00,21.60,68838.00,
TX,Swisher County,1244.00,19.90,447.00,27.40,52148.00,
TX,Tarrant County,225849.00,10.60,74671.00,13.90,76285.00,
TX,Taylor County,22632.00,16.20,6759.00,19.50,61798.00,
TX,Terrell County,126.00,18.20,29.00,23.00,47969.00,
TX,Terry County,2228.00,20.60,962.00,30.00,46998.00,
TX,Throckmorton County,199.00,12.90,68.00,19.00,50997.00,
TX,Titus County,4934.00,16.00,1927.00,22.10,58411.00,
TX,Tom Green County,15080.00,13.10,4702.00,16.80,60348.00,
TX,Travis County,131687.00,10.10,30619.00,11.70,95151.00,
TX,Trinity County,2205.00,15.90,757.00,27.80,49629.00,
TX,Tyler County,3166.00,17.50,979.00,25.40,50722.00,
TX,Upshur County,6553.00,15.60,2105.00,21.40,59690.00,
TX,Upton County,482.00,15.60,192.00,22.50,61607.00,
TX,Uvalde County,5983.00,24.90,2509.00,38.70,48427.00,
TX,Val Verde County,9706.00,21.30,3941.00,29.90,52593.00,
TX,Van Zandt County,8488.00,13.60,2464.00,17.40,57706.00,
TX,Victoria County,13969.00,15.50,4405.00,19.70,67905.00,
TX,Walker County,11970.00,20.00,2357.00,21.20,53301.00,
TX,Waller County,7974.00,14.30,2598.00,18.20,75223.00,
TX,Ward County,1581.00,14.60,616.00,19.70,60775.00,
TX,Washington County,4606.00,13.50,1388.00,18.60,66911.00,
TX,Webb County,55124.00,20.90,22371.00,27.20,56289.00,
TX,Wharton County,6017.00,14.60,2217.00,21.10,57487.00,
TX,Wheeler County,727.00,15.30,253.00,21.80,55713.00,
TX,Wichita County,18368.00,15.50,6002.00,20.70,56634.00,
TX,Wilbarger County,2025.00,16.60,626.00,24.10,52983.00,
TX,Willacy County,5082.00,29.00,1732.00,36.40,41648.00,
TX,Williamson County,41275.00,6.20,10284.00,6.50,101891.00,
TX,Wilson County,5481.00,10.50,1583.00,13.10,79432.00,
TX,Winkler County,1009.00,14.00,396.00,19.40,69775.00,
TX,Wise County,6023.00,8.20,2086.00,11.60,80096.00,
TX,Wood County,5895.00,13.00,1570.00,18.40,57504.00,
TX,Yoakum County,1038.00,14.10,441.00,18.10,62748.00,
TX,Young County,2792.00,15.70,931.00,22.20,58297.00,
TX,Zapata County,4508.00,32.80,2075.00,47.10,39403.00,
TX,Zavala County,2709.00,29.10,1136.00,41.90,36237.00,
UT,Utah,276360.00,8.30,78357.00,8.50,88531.00,
UT,Beaver County,685.00,9.90,275.00,13.20,66394.00,
